pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,gaia_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_facility
Kepler-1243 b,Transit,0,1,16.83207290,,,,,,0.156,,0,1,0,1,19h36m02.27s,294.009462,+42d52m50.8s,42.880772,877.00,774.85,14.834,Kepler-band,14.833,5667.00,0.96,0.94,2016-05-10,Kepler
Kepler-1244 b,Transit,0,1,3.70428172,,,,,,0.120,,0,1,0,1,18h49m12.29s,282.301216,+46d30m58.3s,46.516201,764.00,1109.99,12.402,Kepler-band,12.323,6680.00,1.46,1.77,2016-05-10,Kepler
Kepler-1245 b,Transit,0,2,4.35409304,,,,,,0.128,,0,1,0,1,19h22m58.64s,290.744327,+43d15m38.8s,43.260777,861.00,824.83,15.404,Kepler-band,15.372,5306.00,0.86,0.83,2016-05-10,Kepler
Kepler-1245 c,Transit,0,2,2.93658468,,,,,,0.128,,0,1,0,1,19h22m58.64s,290.744327,+43d15m38.8s,43.260777,861.00,824.83,15.404,Kepler-band,15.372,5306.00,0.86,0.83,2016-05-10,Kepler
Kepler-1246 b,Transit,0,1,11.32271513,,,,,,0.121,,0,1,0,1,19h10m37.78s,287.657402,+48d58m55.8s,48.982166,435.00,441.93,15.006,Kepler-band,15.032,4611.00,0.73,0.69,2016-05-10,Kepler
Kepler-1247 b,Transit,0,1,13.71220213,,,,,,0.208,,0,1,0,1,19h38m08.05s,294.533553,+46d37m05.8s,46.618271,1094.00,1076.84,15.935,Kepler-band,15.901,5303.00,0.86,0.82,2016-05-10,Kepler
Kepler-1248 b,Transit,0,1,7.46725407,,,,,,0.105,,0,1,0,1,19h12m14.24s,288.059319,+51d21m16.0s,51.354454,540.00,,12.770,Kepler-band,12.925,6149.00,1.21,1.21,2016-05-10,Kepler
Kepler-1249 b,Transit,0,1,24.33471270,,,,,,0.212,,0,1,0,1,19h47m34.77s,296.894856,+44d22m18.4s,44.371780,1674.00,2009.96,15.373,Kepler-band,15.352,6202.00,1.19,1.28,2016-05-10,Kepler
Kepler-125 b,Transit,0,2,4.16438900,0.041000,,,,,0.211,,0,1,0,1,19h53m01.95s,298.258123,+47d36m17.8s,47.604946,184.34,184.34,14.752,Kepler-band,14.768,3810.00,,0.51,2014-05-14,Kepler
Kepler-125 c,Transit,0,2,5.77446400,0.051000,,,,,0.066,,0,1,0,1,19h53m01.95s,298.258123,+47d36m17.8s,47.604946,184.34,184.34,14.752,Kepler-band,14.768,3810.00,,0.51,2014-05-14,Kepler
Kepler-1250 b,Transit,0,1,2.60754383,,,,,,0.171,,0,1,0,1,19h11m10.53s,287.793862,+45d58m48.9s,45.980240,1371.00,2271.23,15.618,Kepler-band,15.569,5717.00,0.99,0.98,2016-05-10,Kepler
Kepler-1251 b,Transit,0,1,45.09046430,,,,,,0.164,,0,1,0,1,19h28m27.64s,292.115153,+49d15m23.1s,49.256428,863.00,925.92,14.976,Kepler-band,14.939,5545.00,0.92,0.89,2016-05-10,Kepler
Kepler-1252 b,Transit,0,1,15.05403290,,,,,,0.149,,0,1,0,1,19h55m48.08s,298.950318,+46d41m34.1s,46.692799,828.00,661.26,14.503,Kepler-band,14.495,5949.00,1.06,1.09,2016-05-10,Kepler
Kepler-1253 b,Transit,0,1,68.88619150,,,,,,0.119,,0,1,0,1,18h55m32.43s,283.885115,+47d38m14.0s,47.637222,390.00,522.23,12.464,Kepler-band,12.457,5850.00,0.97,1.10,2016-05-10,Kepler
Kepler-1254 b,Transit,0,3,9.99113313,,,,,,0.138,,0,1,0,1,19h00m41.60s,285.173326,+48d46m12.2s,48.770042,676.00,634.12,15.311,Kepler-band,15.302,4985.00,0.78,0.75,2016-05-10,Kepler
Kepler-1254 c,Transit,0,3,3.60084276,,,,,,0.116,,0,1,0,1,19h00m41.60s,285.173326,+48d46m12.2s,48.770042,676.00,634.12,15.311,Kepler-band,15.302,4985.00,0.78,0.75,2016-05-10,Kepler
Kepler-1254 d,Transit,0,3,5.72717226,,,,,,0.117,,0,1,0,1,19h00m41.60s,285.173326,+48d46m12.2s,48.770042,676.00,634.12,15.311,Kepler-band,15.302,4985.00,0.78,0.75,2016-05-10,Kepler
Kepler-1255 b,Transit,0,1,36.29193360,,,,,,0.207,,0,1,0,1,19h40m57.43s,295.239275,+42d43m35.3s,42.726479,1344.00,1692.06,15.251,Kepler-band,15.199,6018.00,1.08,1.12,2016-05-10,Kepler
Kepler-1256 b,Transit,0,1,12.41277540,,,,,,0.133,,0,1,0,1,19h25m53.83s,291.474304,+44d41m00.7s,44.683514,862.00,914.61,13.539,Kepler-band,13.513,6129.00,1.17,1.36,2016-05-10,Kepler
Kepler-1257 b,Transit,0,1,2.66831376,,,,,,0.136,,0,1,0,1,19h44m18.16s,296.075676,+45d37m37.4s,45.627056,1081.00,1140.50,15.553,Kepler-band,15.512,5502.00,0.90,0.87,2016-05-10,Kepler
Kepler-1258 b,Transit,0,1,0.98494017,,,,,,0.077,,0,1,0,1,19h01m37.19s,285.404941,+49d59m41.1s,49.994747,651.00,732.68,13.835,Kepler-band,13.785,5839.00,0.99,0.99,2016-05-10,Kepler
Kepler-1259 b,Transit,0,1,0.66308526,,,,,,0.128,,0,1,0,1,19h51m21.96s,297.841489,+46d58m03.7s,46.967682,704.00,824.33,15.304,Kepler-band,15.333,5053.00,0.80,0.77,2016-05-10,Kepler
Kepler-126 b,Transit,0,3,10.49571100,0.099000,,,,,0.136,,1,1,0,1,19h17m23.35s,289.347291,+44d12m30.8s,44.208553,239.03,239.03,10.500,Kepler-band,10.454,6239.00,,1.36,2014-05-14,Kepler
Kepler-126 c,Transit,0,3,21.86974100,0.162000,,,,,0.141,,1,1,0,1,19h17m23.35s,289.347291,+44d12m30.8s,44.208553,239.03,239.03,10.500,Kepler-band,10.454,6239.00,,1.36,2014-05-14,Kepler
Kepler-126 d,Transit,0,3,100.28313400,0.448000,,,,,0.223,,1,1,0,1,19h17m23.35s,289.347291,+44d12m30.8s,44.208553,239.03,239.03,10.500,Kepler-band,10.454,6239.00,,1.36,2014-05-14,Kepler
Kepler-1260 b,Transit,0,1,19.11877530,,,,,,0.158,,0,1,0,1,19h42m21.90s,295.591254,+42d33m18.9s,42.555241,1041.00,1823.44,14.838,Kepler-band,14.823,5961.00,1.06,1.08,2016-05-10,Kepler
Kepler-1261 b,Transit,0,1,48.43089910,,,,,,0.202,,0,1,0,1,19h00m55.79s,285.232450,+48d48m24.2s,48.806721,795.00,760.42,15.605,Kepler-band,15.582,5006.00,0.82,0.77,2016-05-10,Kepler
Kepler-1262 b,Transit,0,1,8.67900242,,,,,,0.162,,0,1,0,1,19h15m05.24s,288.771814,+42d12m47.6s,42.213219,1153.00,1087.41,15.180,Kepler-band,15.184,5771.00,0.99,0.98,2016-05-10,Kepler
Kepler-1263 b,Transit,0,1,4.55139967,,,,,,0.102,,0,1,0,1,19h05m56.08s,286.483651,+46d45m09.4s,46.752617,695.00,677.75,15.035,Kepler-band,15.001,5213.00,0.84,0.80,2016-05-10,Kepler
Kepler-1264 b,Transit,0,1,0.96852602,,,,,,0.105,,0,1,0,1,19h19m32.25s,289.884378,+45d12m41.4s,45.211502,814.00,820.18,14.511,Kepler-band,14.479,5791.00,0.99,0.98,2016-05-10,Kepler
Kepler-1265 b,Transit,0,1,6.49441289,,,,,,0.120,,0,1,0,1,18h58m20.59s,284.585789,+47d04m46.3s,47.079533,581.00,593.47,15.602,Kepler-band,15.566,4630.00,0.71,0.69,2016-05-10,Kepler
Kepler-1266 b,Transit,0,1,28.47474800,,,,,,0.230,,0,1,0,1,19h03m28.63s,285.869287,+42d43m41.1s,42.728096,901.00,869.96,15.860,Kepler-band,15.836,5044.00,0.80,0.76,2016-05-10,Kepler
Kepler-1267 b,Transit,0,1,13.03139450,,,,,,0.269,,0,1,0,1,19h56m40.69s,299.169533,+43d26m27.9s,43.441094,1628.00,1433.54,15.829,Kepler-band,15.814,6096.00,1.15,1.20,2016-05-10,Kepler
Kepler-1268 b,Transit,0,1,40.99039860,,,,,,0.181,,0,1,0,1,19h11m21.24s,287.838481,+43d09m11.6s,43.153236,1406.00,1945.12,15.272,Kepler-band,15.222,5904.00,1.06,1.09,2016-05-10,Kepler
Kepler-1269 b,Transit,0,1,37.33315360,,,,,,0.145,,0,1,0,1,19h11m13.34s,287.805581,+45d20m26.0s,45.340549,710.00,1132.99,13.611,Kepler-band,13.570,5998.00,1.10,1.15,2016-05-10,Kepler
Kepler-127 b,Transit,0,3,14.43588900,0.125000,,,,,0.125,,0,1,0,1,19h00m45.60s,285.189985,+46d01m40.7s,46.027962,356.41,356.41,11.485,Kepler-band,11.438,6106.00,,1.36,2014-05-14,Kepler
Kepler-127 c,Transit,0,3,29.39319500,0.200000,,,,,0.237,,1,1,0,1,19h00m45.60s,285.189985,+46d01m40.7s,46.027962,356.41,356.41,11.485,Kepler-band,11.438,6106.00,,1.36,2014-05-14,Kepler
Kepler-127 d,Transit,0,3,48.63040800,0.280000,,,,,0.236,,0,1,0,1,19h00m45.60s,285.189985,+46d01m40.7s,46.027962,356.41,356.41,11.485,Kepler-band,11.438,6106.00,,1.36,2014-05-14,Kepler
Kepler-1270 b,Transit,0,1,6.03356196,,,,,,0.296,,0,1,0,1,19h06m51.75s,286.715634,+48d38m43.0s,48.645279,1204.00,1130.82,13.274,Kepler-band,13.285,5047.00,1.28,3.38,2016-05-10,Kepler
Kepler-1271 b,Transit,0,1,3.02559550,,,,,,0.132,,0,1,0,1,19h05m22.63s,286.344287,+37d24m43.1s,37.411973,885.00,852.09,13.925,Kepler-band,13.868,6143.00,1.13,1.23,2016-05-10,Kepler
Kepler-1272 b,Transit,0,1,51.13097040,,,,,,0.211,,0,1,0,1,19h00m52.76s,285.219843,+38d48m21.2s,38.805878,896.00,1249.52,14.423,Kepler-band,14.384,5926.00,1.06,1.09,2016-05-10,Kepler
Kepler-1273 b,Transit,0,1,28.62565300,,,,,,0.222,,0,1,0,1,19h03m12.77s,285.803226,+44d52m24.3s,44.873428,1355.00,1149.99,15.826,Kepler-band,15.796,5566.00,0.94,0.91,2016-05-10,Kepler
Kepler-1274 b,Transit,0,1,6.98152703,,,,,,0.127,,0,1,0,1,18h58m22.49s,284.593715,+46d26m59.2s,46.449776,609.00,625.54,11.752,Kepler-band,11.682,6179.00,1.45,2.17,2016-05-10,Kepler
Kepler-1275 b,Transit,0,1,3.65691115,,,,,,0.132,,0,1,0,1,19h34m00.12s,293.500497,+44d55m56.8s,44.932457,1280.00,1193.25,14.460,Kepler-band,14.406,6296.00,1.23,1.36,2016-05-10,Kepler
Kepler-1276 b,Transit,0,1,12.57200950,,,,,,0.106,,0,1,0,1,19h11m25.68s,287.857010,+40d32m49.9s,40.547181,587.00,546.90,12.885,Kepler-band,12.848,6188.00,1.14,1.21,2016-05-10,Kepler
Kepler-1277 b,Transit,0,1,40.83650120,,,,,,0.143,,0,1,0,1,19h40m24.58s,295.102413,+40d34m20.6s,40.572396,606.00,566.24,14.050,Kepler-band,14.093,5578.00,0.94,0.92,2016-05-10,Kepler
Kepler-1278 b,Transit,0,1,3.23941344,,,,,,0.090,,0,1,0,1,18h51m49.66s,282.956935,+42d49m32.2s,42.825619,743.00,912.68,13.658,Kepler-band,13.632,6074.00,1.11,1.16,2016-05-10,Kepler
Kepler-1279 b,Transit,0,1,23.47741010,,,,,,0.156,,0,1,0,1,19h12m22.95s,288.095635,+40d21m57.5s,40.365964,1017.00,1561.57,13.973,Kepler-band,13.932,6221.00,1.21,1.33,2016-05-10,Kepler
Kepler-128 b,Transit,0,2,15.09000000,,,,0.00242,Mass,0.128,1.46000,1,1,0,2,18h49m58.13s,282.492224,+43d58m48.8s,43.980213,400.93,400.93,11.390,Kepler-band,11.289,,1.09,1.61,2016-09-15,Kepler
Kepler-128 c,Transit,0,2,22.80400000,,,,0.00283,Mass,0.120,2.07000,1,1,0,2,18h49m58.13s,282.492224,+43d58m48.8s,43.980213,400.93,400.93,11.390,Kepler-band,11.289,,1.09,1.61,2016-09-15,Kepler
Kepler-1280 b,Transit,0,1,66.55790570,,,,,,0.167,,0,1,0,1,19h34m17.74s,293.573935,+45d23m04.3s,45.384541,1006.00,1553.08,14.074,Kepler-band,14.000,6227.00,1.20,1.32,2016-05-10,Kepler
Kepler-1281 b,Transit,0,1,3.11602791,,,,,,0.146,,0,1,0,1,19h41m25.07s,295.354457,+48d30m55.5s,48.515404,1090.00,1221.53,15.790,Kepler-band,15.997,5353.00,0.87,0.83,2016-05-10,Kepler
Kepler-1282 b,Transit,0,1,2.13194651,,,,,,0.138,,0,1,0,1,19h20m42.28s,290.176173,+46d41m54.0s,46.698338,1126.00,1138.90,15.545,Kepler-band,15.492,5504.00,0.92,0.89,2016-05-10,Kepler
Kepler-1283 b,Transit,0,1,12.94609780,,,,,,0.170,,0,1,0,1,19h41m50.96s,295.462337,+40d46m37.1s,40.776969,1452.00,3178.81,15.079,Kepler-band,15.070,6175.00,1.16,1.25,2016-05-10,Kepler
Kepler-1284 b,Transit,0,1,0.66407381,,,,,,0.108,,0,1,0,1,19h25m06.96s,291.279002,+47d41m15.5s,47.687649,852.00,904.84,15.645,Kepler-band,15.662,5123.00,0.84,0.79,2016-05-10,Kepler
Kepler-1285 b,Transit,0,1,14.79674580,,,,,,0.087,,0,1,0,1,18h47m20.49s,281.835355,+44d09m21.3s,44.155926,364.00,427.46,11.714,Kepler-band,11.650,6170.00,1.20,1.28,2016-05-10,Kepler
Kepler-1286 b,Transit,0,1,11.25402929,,,,,,0.192,,0,1,0,1,18h41m02.01s,280.258382,+43d50m08.8s,43.835766,1150.00,1409.23,15.166,Kepler-band,15.142,5753.00,1.00,0.98,2016-05-10,Kepler
Kepler-1287 b,Transit,0,1,11.47685909,,,,,,0.137,,0,1,0,1,19h16m32.32s,289.134661,+47d03m46.8s,47.062996,1027.00,1032.76,15.051,Kepler-band,15.007,5715.00,0.96,0.94,2016-05-10,Kepler
Kepler-1288 b,Transit,0,1,2.76122421,,,,,,0.100,,0,1,0,1,19h02m51.24s,285.713488,+41d36m21.1s,41.605873,715.00,714.09,13.321,Kepler-band,13.177,6132.00,1.20,1.29,2016-05-10,Kepler
Kepler-1289 b,Transit,0,1,7.99019627,,,,,,0.136,,0,1,0,1,19h45m33.31s,296.388807,+41d02m26.1s,41.040571,1059.00,1086.11,14.590,Kepler-band,14.599,6080.00,1.10,1.17,2016-05-10,Kepler
Kepler-129 b,Transit,0,2,15.79186000,0.131000,,,,,0.211,,0,1,0,1,19h01m14.71s,285.311284,+47d50m54.9s,47.848595,413.68,413.68,11.696,Kepler-band,11.644,5770.00,,1.64,2014-05-14,Kepler
Kepler-129 c,Transit,0,2,82.20017000,0.393000,,,,,0.227,,0,1,0,1,19h01m14.71s,285.311284,+47d50m54.9s,47.848595,413.68,413.68,11.696,Kepler-band,11.644,5770.00,,1.64,2014-05-14,Kepler
Kepler-1290 b,Transit,0,1,4.69500134,,,,,,0.127,,0,1,0,1,19h22m44.46s,290.685249,+43d51m34.7s,43.859638,1321.00,1668.97,15.711,Kepler-band,15.691,5660.00,0.95,0.93,2016-05-10,Kepler
Kepler-1291 b,Transit,0,1,8.63043276,,,,,,0.148,,0,1,0,1,19h17m30.49s,289.377032,+40d00m04.1s,40.001151,982.00,920.42,15.868,Kepler-band,15.883,5216.00,0.84,0.80,2016-05-10,Kepler
Kepler-1292 b,Transit,0,1,3.27646405,,,,,,0.162,,0,1,0,1,18h59m37.37s,284.905720,+43d56m57.0s,43.949169,1406.00,1559.48,15.934,Kepler-band,15.948,5556.00,0.95,0.93,2016-05-10,Kepler
Kepler-1293 b,Transit,0,1,5.57654784,,,,,,0.087,,0,1,0,1,19h20m06.22s,290.025921,+48d20m09.4s,48.335949,770.00,1059.58,13.383,Kepler-band,13.300,6241.00,1.18,1.28,2016-05-10,Kepler
Kepler-1294 b,Transit,0,1,115.68622580,,,,,,0.285,,0,1,0,1,19h25m04.34s,291.268101,+44d29m17.5s,44.488194,1120.00,1960.60,15.174,Kepler-band,15.150,5776.00,0.99,0.97,2016-05-10,Kepler
Kepler-1295 b,Transit,0,1,3.81371974,,,,,,0.138,,0,1,0,1,19h25m35.49s,291.397864,+45d35m18.8s,45.588559,1257.00,1213.77,15.890,Kepler-band,15.908,5486.00,0.92,0.89,2016-05-10,Kepler
Kepler-1296 b,Transit,0,1,8.38398650,,,,,,0.081,,0,1,0,1,19h28m30.05s,292.125189,+41d24m28.1s,41.407814,631.00,1622.84,14.667,Kepler-band,14.627,5359.00,0.87,0.83,2016-05-10,Kepler
Kepler-1297 b,Transit,0,1,1.68189002,,,,,,0.087,,0,1,0,1,19h19m49.56s,289.956501,+47d01m13.4s,47.020393,996.00,1501.72,14.812,Kepler-band,14.782,5818.00,0.99,0.99,2016-05-10,Kepler
Kepler-1298 b,Transit,0,1,7.12811928,,,,,,0.117,,0,1,0,1,18h57m41.46s,284.422735,+49d06m22.4s,49.106224,498.00,552.77,11.392,Kepler-band,11.313,6339.00,1.45,2.00,2016-05-10,Kepler
Kepler-1299 b,Transit,0,1,19.94008740,,,,,,0.266,,0,1,0,1,19h04m36.04s,286.150155,+37d24m41.0s,37.411377,1352.00,1462.37,15.922,Kepler-band,15.900,5609.00,0.94,0.91,2016-05-10,Kepler
Kepler-130 b,Transit,0,3,8.45745800,0.079000,,,,,0.091,,1,1,0,1,19h13m48.16s,288.450665,+40d14m43.1s,40.245305,319.57,319.57,11.529,Kepler-band,11.825,5884.00,,1.13,2014-05-14,Kepler
Kepler-130 c,Transit,0,3,27.50868000,0.178000,0.000000,89.340,,,0.259,,1,1,0,1,19h13m48.16s,288.450665,+40d14m43.1s,40.245305,319.57,319.57,11.529,Kepler-band,11.825,5884.00,,1.13,2014-05-14,Kepler
Kepler-130 d,Transit,0,3,87.51790500,0.377000,,,,,0.146,,0,1,0,1,19h13m48.16s,288.450665,+40d14m43.1s,40.245305,319.57,319.57,11.529,Kepler-band,11.825,5884.00,,1.13,2014-05-14,Kepler
Kepler-1300 b,Transit,0,1,22.24190920,,,,,,0.122,,0,1,0,1,19h16m07.93s,289.033022,+40d05m12.8s,40.086887,757.00,794.61,12.816,Kepler-band,12.768,6130.00,1.29,1.79,2016-05-10,Kepler
Kepler-1301 b,Transit,0,1,9.08237046,,,,,,0.125,,0,1,0,1,19h06m25.00s,286.604183,+42d26m25.1s,42.440319,816.00,875.50,15.400,Kepler-band,15.373,5188.00,0.85,0.81,2016-05-10,Kepler
Kepler-1302 b,Transit,0,1,8.83922659,,,,,,0.128,,0,1,0,1,19h23m57.42s,290.989241,+50d18m29.0s,50.308060,727.00,646.34,15.102,Kepler-band,15.039,5236.00,0.86,0.82,2016-05-10,Kepler
Kepler-1303 b,Transit,0,1,7.56127224,,,,,,0.127,,0,1,0,1,18h57m08.92s,284.287156,+42d21m20.2s,42.355614,905.00,921.27,14.640,Kepler-band,14.616,5771.00,1.01,1.00,2016-05-10,Kepler
Kepler-1304 b,Transit,0,1,16.12888530,,,,,,0.204,,0,1,0,1,19h01m06.34s,285.276428,+39d26m48.9s,39.446916,682.00,2326.36,15.022,Kepler-band,15.045,5259.00,0.85,0.81,2016-05-10,Kepler
Kepler-1305 b,Transit,0,1,13.56309720,,,,,,0.168,,0,1,0,1,19h49m21.47s,297.339446,+46d20m50.1s,46.347252,1343.00,1646.08,15.785,Kepler-band,15.714,5701.00,0.97,0.96,2016-05-10,Kepler
Kepler-1306 b,Transit,0,1,16.29595382,,,,,,0.170,,0,1,0,1,19h37m54.80s,294.478341,+46d56m45.1s,46.945862,1130.00,1143.40,15.243,Kepler-band,15.212,5727.00,0.98,0.97,2016-05-10,Kepler
Kepler-1307 b,Transit,0,1,18.01621096,,,,,,0.220,,0,1,0,1,19h31m28.76s,292.869840,+46d44m30.7s,46.741859,1396.00,1044.50,15.394,Kepler-band,15.380,5884.00,1.06,1.08,2016-05-10,Kepler
Kepler-1308 b,Transit,0,1,2.10433812,,,,,,0.046,,0,1,0,1,19h03m42.94s,285.928896,+38d31m15.5s,38.520962,73.00,113.07,14.488,Kepler-band,14.474,3468.00,0.35,0.34,2016-05-10,Kepler
Kepler-1309 b,Transit,0,1,28.84326470,,,,,,0.211,,0,1,0,1,19h54m56.46s,298.735235,+40d45m51.0s,40.764155,845.00,961.40,15.652,Kepler-band,16.187,5235.00,0.85,0.80,2016-05-10,Kepler
Kepler-131 b,Transit,0,2,16.09200000,,,,0.05100,Mass,0.215,6.00000,0,1,0,1,19h14m07.40s,288.530825,+40d56m32.3s,40.942304,230.19,230.19,11.525,Kepler-band,11.490,5685.00,1.02,1.03,2014-05-14,Kepler
Kepler-131 c,Transit,0,2,25.51690000,,,,0.02600,Mass,0.075,77.70000,0,1,0,1,19h14m07.40s,288.530825,+40d56m32.3s,40.942304,230.19,230.19,11.525,Kepler-band,11.490,5685.00,1.02,1.03,2014-05-14,Kepler
Kepler-1310 b,Transit,0,1,0.67933627,,,,,,0.128,,0,1,0,1,18h55m40.81s,283.920035,+40d44m24.4s,40.740123,583.00,578.63,14.159,Kepler-band,14.122,5549.00,0.91,0.88,2016-05-10,Kepler
Kepler-1311 b,Transit,0,2,11.17269940,,,,,,0.111,,0,1,0,1,19h18m36.30s,289.651263,+43d49m27.9s,43.824417,705.00,888.44,13.349,Kepler-band,13.318,5748.00,1.05,1.40,2016-05-10,Kepler
Kepler-1311 c,Transit,0,2,2.53573424,,,,,,0.109,,0,1,0,1,19h18m36.30s,289.651263,+43d49m27.9s,43.824417,705.00,888.44,13.349,Kepler-band,13.318,5748.00,1.05,1.40,2016-05-10,Kepler
Kepler-1312 b,Transit,0,1,5.44832529,,,,,,0.187,,0,1,0,1,19h31m53.10s,292.971241,+41d02m08.8s,41.035764,305.00,301.69,12.430,Kepler-band,12.378,5719.00,0.99,0.92,2016-05-10,Kepler
Kepler-1313 b,Transit,0,1,3.83309118,,,,,,0.157,,0,1,0,1,19h29m33.25s,292.388546,+42d13m59.7s,42.233261,187.00,175.11,11.799,Kepler-band,11.789,5453.00,0.92,0.85,2016-05-10,Kepler
Kepler-1314 b,Transit,0,1,5.42474928,,,,,,0.456,,0,1,0,1,19h36m57.11s,294.237938,+45d11m50.4s,45.197322,462.00,141.99,16.406,Kepler-band,17.121,4188.00,0.60,0.59,2016-05-10,Kepler
Kepler-1315 b,Transit,0,1,0.84338011,,,,,,0.123,,0,1,0,1,19h43m17.15s,295.821448,+46d03m10.9s,46.053029,505.00,487.56,14.975,Kepler-band,14.952,4861.00,0.80,0.75,2016-05-10,Kepler
Kepler-1316 b,Transit,0,1,87.97321360,,,,,,0.316,,0,1,0,1,19h55m20.61s,298.835871,+40d17m35.3s,40.293136,753.00,819.71,14.000,Kepler-band,13.951,5884.00,1.04,1.12,2016-05-10,Kepler
Kepler-1317 b,Transit,0,1,0.56887443,,,,,,0.139,,0,1,0,1,19h26m26.85s,291.611881,+42d06m57.5s,42.115971,734.00,743.73,15.230,Kepler-band,15.234,5144.00,0.83,0.79,2016-05-10,Kepler
Kepler-1318 b,Transit,0,1,213.25766300,,,,,,0.277,,0,1,0,1,19h21m30.32s,290.376313,+41d09m02.7s,41.150741,475.00,481.78,15.165,Kepler-band,15.242,4598.00,0.73,0.70,2016-05-10,Kepler
Kepler-1319 b,Transit,0,1,2.88676265,,,,,,0.120,,0,1,0,2,19h23m49.46s,290.956068,+49d21m58.7s,49.366306,114.00,104.23,14.717,Kepler-band,14.222,3655.00,0.56,0.54,2016-05-10,Kepler
Kepler-132 b,Transit,0,4,6.17819600,0.067000,,,,,0.108,,0,1,0,1,18h52m56.59s,283.235810,+41d20m34.9s,41.343037,303.00,,11.818,Kepler-band,,6003.00,,1.18,2014-05-14,Kepler
Kepler-132 c,Transit,0,4,6.41491400,0.068000,,,,,0.114,,0,1,0,1,18h52m56.59s,283.235810,+41d20m34.9s,41.343037,303.00,,11.818,Kepler-band,,6003.00,,1.18,2014-05-14,Kepler
Kepler-132 d,Transit,0,4,18.01019900,0.136000,,,,,0.138,,0,1,0,1,18h52m56.59s,283.235810,+41d20m34.9s,41.343037,303.00,,11.818,Kepler-band,,6003.00,,1.18,2014-05-14,Kepler
Kepler-132 e,Transit,0,4,110.28693740,,,,,,0.105,,0,1,0,1,18h52m56.59s,283.235810,+41d20m34.9s,41.343037,303.00,,11.818,Kepler-band,,6003.00,,1.18,2016-05-10,Kepler
Kepler-1320 b,Transit,0,1,0.86838653,,,,,,0.152,,0,1,0,1,19h13m44.06s,288.433591,+40d22m51.2s,40.380875,771.00,659.35,15.898,Kepler-band,15.905,4817.00,0.80,0.74,2016-05-10,Kepler
Kepler-1321 b,Transit,0,2,11.12830484,,,,,,0.439,,0,1,0,1,19h38m06.86s,294.528593,+46d38m27.5s,46.640962,547.00,784.14,16.835,Kepler-band,16.928,4094.00,0.54,0.53,2016-05-10,Kepler
Kepler-1321 c,Transit,0,2,2.22649109,,,,,,0.214,,0,1,0,1,19h38m06.86s,294.528593,+46d38m27.5s,46.640962,547.00,784.14,16.835,Kepler-band,16.928,4094.00,0.54,0.53,2016-05-10,Kepler
Kepler-1322 b,Transit,0,1,0.96286738,,,,,,0.144,,0,1,0,1,19h32m49.09s,293.204521,+45d26m07.4s,45.435402,1217.00,1402.71,15.810,Kepler-band,15.775,5488.00,0.90,0.87,2016-05-10,Kepler
Kepler-1323 b,Transit,0,1,0.92990668,,,,,,0.136,,0,1,0,1,19h31m29.35s,292.872284,+46d05m56.0s,46.098885,530.00,471.71,12.410,Kepler-band,12.344,6169.00,1.18,1.40,2016-05-10,Kepler
Kepler-1324 b,Transit,0,1,4.11584468,,,,,,0.135,,0,1,0,1,19h24m44.39s,291.184970,+40d18m40.4s,40.311214,522.00,488.36,15.141,Kepler-band,15.134,4776.00,0.78,0.73,2016-05-10,Kepler
Kepler-1325 b,Transit,0,1,33.87868380,,,,,,0.255,,0,1,0,1,19h00m04.13s,285.017227,+42d05m07.4s,42.085384,955.00,1001.21,15.160,Kepler-band,15.129,5550.00,0.93,0.91,2016-05-10,Kepler
Kepler-1326 b,Transit,0,1,42.35142670,,,,,,0.373,,0,1,0,1,19h44m53.31s,296.222144,+39d16m08.2s,39.268958,910.00,712.11,12.852,Kepler-band,12.741,6725.00,1.45,1.74,2016-05-10,Kepler
Kepler-1327 b,Transit,0,1,14.88801098,,,,,,0.161,,0,1,0,1,19h16m15.57s,289.064869,+50d27m39.5s,50.460976,688.00,691.61,13.914,Kepler-band,13.884,5885.00,1.02,1.03,2016-05-10,Kepler
Kepler-1328 b,Transit,0,1,4.52158888,,,,,,0.087,,0,1,0,1,18h58m42.09s,284.675388,+44d25m04.0s,44.417770,630.00,833.04,13.836,Kepler-band,13.803,5780.00,1.00,0.99,2016-05-10,Kepler
Kepler-1329 b,Transit,0,1,9.33646594,,,,,,0.194,,0,1,0,1,18h46m35.46s,281.647742,+48d16m15.8s,48.271046,624.00,597.93,15.911,Kepler-band,15.850,4500.00,0.72,0.69,2016-05-10,Kepler
Kepler-133 b,Transit,0,2,8.12997600,0.083000,,,,,0.157,,0,1,0,1,19h49m06.71s,297.277976,+48d19m13.2s,48.320328,665.37,665.37,12.848,Kepler-band,12.841,5736.00,,1.43,2014-05-14,Kepler
Kepler-133 c,Transit,0,2,31.51758600,0.204000,,,,,0.253,,0,1,0,1,19h49m06.71s,297.277976,+48d19m13.2s,48.320328,665.37,665.37,12.848,Kepler-band,12.841,5736.00,,1.43,2014-05-14,Kepler
